Date,Symbols,Close
1/3/2012 16:00,TX60,695.38
1/4/2012 16:00,TX60,696.04
1/5/2012 16:00,TX60,696.59
1/6/2012 16:00,TX60,693.72
1/9/2012 16:00,TX60,694.99
1/10/2012 16:00,TX60,699.59
1/11/2012 16:00,TX60,699.27
1/12/2012 16:00,TX60,701.26
1/13/2012 16:00,TX60,699.25
1/16/2012 16:00,TX60,699.93
1/17/2012 16:00,TX60,698.49
1/18/2012 16:00,TX60,703.72
1/19/2012 16:00,TX60,707.42
1/20/2012 16:00,TX60,708.23
1/23/2012 16:00,TX60,716.37
1/24/2012 16:00,TX60,708.09
1/25/2012 16:00,TX60,716.18
1/26/2012 16:00,TX60,710.77
1/27/2012 16:00,TX60,711.19
1/30/2012 16:00,TX60,709
1/31/2012 16:00,TX60,709.18
2/1/2012 16:00,TX60,712.57
2/2/2012 16:00,TX60,714.04
2/3/2012 16:00,TX60,716.41
2/6/2012 16:00,TX60,714.94
2/7/2012 16:00,TX60,712.39
2/8/2012 16:00,TX60,713.02
2/9/2012 16:00,TX60,710.66
2/10/2012 16:00,TX60,703.7
2/13/2012 16:00,TX60,704.32
2/14/2012 16:00,TX60,702.33
2/15/2012 16:00,TX60,702.71
2/16/2012 16:00,TX60,710.36
2/17/2012 16:00,TX60,708.37
2/21/2012 16:00,TX60,717.83
2/22/2012 16:00,TX60,722.83
2/23/2012 16:00,TX60,723.65
2/24/2012 16:00,TX60,723.36
2/27/2012 16:00,TX60,722.63
2/28/2012 16:00,TX60,725.21
2/29/2012 16:00,TX60,718.86
3/1/2012 16:00,TX60,724.34
3/2/2012 16:00,TX60,719.06
3/5/2012 16:00,TX60,712.92
3/6/2012 16:00,TX60,699.44
3/7/2012 16:00,TX60,700.75
3/8/2012 16:00,TX60,707.83
3/9/2012 16:00,TX60,709.58
3/12/2012 16:00,TX60,704.64
3/13/2012 16:00,TX60,711.76
3/14/2012 16:00,TX60,702.2
3/15/2012 16:00,TX60,707.66
3/16/2012 16:00,TX60,710.74
3/19/2012 16:00,TX60,710.51
3/20/2012 16:00,TX60,708.37
3/21/2012 16:00,TX60,708.89
3/22/2012 16:00,TX60,705.52
3/23/2012 16:00,TX60,711.19
3/26/2012 16:00,TX60,717.71
3/27/2012 16:00,TX60,714.36
3/28/2012 16:00,TX60,709.67
3/29/2012 16:00,TX60,704.92
3/30/2012 16:00,TX60,706.96
4/2/2012 16:00,TX60,714.73
4/3/2012 16:00,TX60,703.15
4/4/2012 16:00,TX60,694.97
4/5/2012 16:00,TX60,689.95
4/9/2012 16:00,TX60,685.67
4/10/2012 16:00,TX60,680.21
4/11/2012 16:00,TX60,684.93
4/12/2012 16:00,TX60,695.94
4/13/2012 16:00,TX60,685.32
4/16/2012 16:00,TX60,686.83
4/17/2012 16:00,TX60,693.16
4/18/2012 16:00,TX60,692.24
4/19/2012 16:00,TX60,694.13
4/20/2012 16:00,TX60,692.98
4/23/2012 16:00,TX60,683.66
4/24/2012 16:00,TX60,683.63
4/25/2012 16:00,TX60,690.23
4/26/2012 16:00,TX60,690.02
4/27/2012 16:00,TX60,695.93
4/30/2012 16:00,TX60,699.79
5/1/2012 16:00,TX60,701.27
5/2/2012 16:00,TX60,694.76
5/3/2012 16:00,TX60,681.79
5/4/2012 16:00,TX60,673.33
5/7/2012 16:00,TX60,673.34
5/8/2012 16:00,TX60,664.12
5/9/2012 16:00,TX60,661.79
5/10/2012 16:00,TX60,665.21
5/11/2012 16:00,TX60,663.63
5/14/2012 16:00,TX60,652.58
5/15/2012 16:00,TX60,645.06
5/16/2012 16:00,TX60,645.34
5/17/2012 16:00,TX60,644.44
5/18/2012 16:00,TX60,640.57
5/22/2012 16:00,TX60,651.32
5/23/2012 16:00,TX60,658.94
5/24/2012 16:00,TX60,658.62
5/25/2012 16:00,TX60,658.09
5/28/2012 16:00,TX60,657.08
5/29/2012 16:00,TX60,660.41
5/30/2012 16:00,TX60,650.68
5/31/2012 16:00,TX60,656.5
6/1/2012 16:00,TX60,647.18
6/4/2012 16:00,TX60,645.46
6/5/2012 16:00,TX60,654.36
6/6/2012 16:00,TX60,660.41
6/7/2012 16:00,TX60,659.63
6/8/2012 16:00,TX60,653.67
6/11/2012 16:00,TX60,648.45
6/12/2012 16:00,TX60,654.89
6/13/2012 16:00,TX60,655.68
6/14/2012 16:00,TX60,654.54
6/15/2012 16:00,TX60,658.58
6/18/2012 16:00,TX60,662.8
6/19/2012 16:00,TX60,674.67
6/20/2012 16:00,TX60,672.93
6/21/2012 16:00,TX60,652.48
6/22/2012 16:00,TX60,655.24
6/25/2012 16:00,TX60,650.3
6/26/2012 16:00,TX60,650.31
6/27/2012 16:00,TX60,654.15
6/28/2012 16:00,TX60,655.03
6/29/2012 16:00,TX60,663.62
7/3/2012 16:00,TX60,678.76
7/4/2012 16:00,TX60,682.23
7/5/2012 16:00,TX60,675.62
7/6/2012 16:00,TX60,666.45
7/9/2012 16:00,TX60,665.08
7/10/2012 16:00,TX60,658.02
7/11/2012 16:00,TX60,659.68
7/12/2012 16:00,TX60,652.98
7/13/2012 16:00,TX60,657.93
7/16/2012 16:00,TX60,658.17
7/17/2012 16:00,TX60,661.52
7/18/2012 16:00,TX60,662.03
7/19/2012 16:00,TX60,666.43
7/20/2012 16:00,TX60,663.4
7/23/2012 16:00,TX60,659.37
7/24/2012 16:00,TX60,654.91
7/25/2012 16:00,TX60,655.8
7/26/2012 16:00,TX60,664.07
7/27/2012 16:00,TX60,671.75
7/30/2012 16:00,TX60,670.68
7/31/2012 16:00,TX60,665.46
8/1/2012 16:00,TX60,663.08
8/2/2012 16:00,TX60,656.08
8/3/2012 16:00,TX60,665.53
8/7/2012 16:00,TX60,677.43
8/8/2012 16:00,TX60,671.77
8/9/2012 16:00,TX60,675.64
8/10/2012 16:00,TX60,678.67
8/13/2012 16:00,TX60,675.59
8/14/2012 16:00,TX60,677.29
8/15/2012 16:00,TX60,679.83
8/16/2012 16:00,TX60,687.44
8/17/2012 16:00,TX60,690.95
8/20/2012 16:00,TX60,690.31
8/21/2012 16:00,TX60,691.98
8/22/2012 16:00,TX60,691.88
8/23/2012 16:00,TX60,687.41
8/24/2012 16:00,TX60,689.09
8/27/2012 16:00,TX60,688.26
8/28/2012 16:00,TX60,686.3
8/29/2012 16:00,TX60,687.44
8/30/2012 16:00,TX60,681.18
8/31/2012 16:00,TX60,683.47
9/4/2012 16:00,TX60,682.79
9/5/2012 16:00,TX60,686.36
9/6/2012 16:00,TX60,694.5
9/7/2012 16:00,TX60,702.46
9/10/2012 16:00,TX60,699.79
9/11/2012 16:00,TX60,699.8
9/12/2012 16:00,TX60,700.39
9/13/2012 16:00,TX60,708.38
9/14/2012 16:00,TX60,716.07
9/17/2012 16:00,TX60,713.07
9/18/2012 16:00,TX60,711.16
9/19/2012 16:00,TX60,711.22
9/20/2012 16:00,TX60,709.17
9/21/2012 16:00,TX60,706.33
9/24/2012 16:00,TX60,703.3
9/25/2012 16:00,TX60,700.42
9/26/2012 16:00,TX60,699.58
9/27/2012 16:00,TX60,705.3
9/28/2012 16:00,TX60,702.87
10/1/2012 16:00,TX60,706.64
10/2/2012 16:00,TX60,707.8
10/3/2012 16:00,TX60,705.6
10/4/2012 16:00,TX60,711.12
10/5/2012 16:00,TX60,709.1
10/9/2012 16:00,TX60,700.88
10/10/2012 16:00,TX60,697.08
10/11/2012 16:00,TX60,698.5
10/12/2012 16:00,TX60,696.13
10/15/2012 16:00,TX60,698.5
10/16/2012 16:00,TX60,709.47
10/17/2012 16:00,TX60,712.28
10/18/2012 16:00,TX60,712.77
10/19/2012 16:00,TX60,710.53
10/22/2012 16:00,TX60,710.02
10/23/2012 16:00,TX60,698.51
10/24/2012 16:00,TX60,697.59
10/25/2012 16:00,TX60,704.14
10/26/2012 16:00,TX60,704.45
10/29/2012 16:00,TX60,705.66
10/30/2012 16:00,TX60,710.01
10/31/2012 16:00,TX60,711.58
11/1/2012 16:00,TX60,715.31
11/2/2012 16:00,TX60,708.35
11/5/2012 16:00,TX60,706.83
11/6/2012 16:00,TX60,708
11/7/2012 16:00,TX60,699.33
11/8/2012 16:00,TX60,696.72
11/9/2012 16:00,TX60,697.72
11/12/2012 16:00,TX60,697.91
11/13/2012 16:00,TX60,694.88
11/14/2012 16:00,TX60,681.9
11/15/2012 16:00,TX60,675.76
11/16/2012 16:00,TX60,679.49
11/19/2012 16:00,TX60,688.14
11/20/2012 16:00,TX60,689.62
11/21/2012 16:00,TX60,693.23
11/22/2012 16:00,TX60,696.72
11/23/2012 16:00,TX60,699.72
11/26/2012 16:00,TX60,699.43
11/27/2012 16:00,TX60,694.91
11/28/2012 16:00,TX60,697.03
11/29/2012 16:00,TX60,701.05
11/30/2012 16:00,TX60,702.59
12/3/2012 16:00,TX60,698.14
12/4/2012 16:00,TX60,696.84
12/5/2012 16:00,TX60,698.34
12/6/2012 16:00,TX60,697.3
12/7/2012 16:00,TX60,697.65
12/10/2012 16:00,TX60,701.37
12/11/2012 16:00,TX60,705.04
12/12/2012 16:00,TX60,708.17
12/13/2012 16:00,TX60,704.48
12/14/2012 16:00,TX60,704.46
12/17/2012 16:00,TX60,703.73
12/18/2012 16:00,TX60,707.52
12/19/2012 16:00,TX60,712.14
12/20/2012 16:00,TX60,711.58
12/21/2012 16:00,TX60,712.3
12/24/2012 16:00,TX60,711.05
12/27/2012 16:00,TX60,711.17
12/28/2012 16:00,TX60,706.94
12/31/2012 16:00,TX60,713.72
1/2/2013 16:00,TX60,718.62
1/3/2013 16:00,TX60,715.37
1/4/2013 16:00,TX60,719.27
1/7/2013 16:00,TX60,715.73
1/8/2013 16:00,TX60,716.3
1/9/2013 16:00,TX60,717.33
1/10/2013 16:00,TX60,722.2
1/11/2013 16:00,TX60,722.7
1/14/2013 16:00,TX60,723.12
1/15/2013 16:00,TX60,725.42
1/16/2013 16:00,TX60,723.23
1/17/2013 16:00,TX60,726.61
1/18/2013 16:00,TX60,730.27
1/21/2013 16:00,TX60,735.09
1/22/2013 16:00,TX60,736.78
1/23/2013 16:00,TX60,734.74
1/24/2013 16:00,TX60,737.36
1/25/2013 16:00,TX60,737.35
1/28/2013 16:00,TX60,738.25
1/29/2013 16:00,TX60,738.67
1/30/2013 16:00,TX60,735.13
1/31/2013 16:00,TX60,727.76
2/1/2013 16:00,TX60,732.52
2/4/2013 16:00,TX60,729.99
2/5/2013 16:00,TX60,731.3
2/6/2013 16:00,TX60,732.07
2/7/2013 16:00,TX60,731.32
2/8/2013 16:00,TX60,734.5
2/11/2013 16:00,TX60,731.79
2/12/2013 16:00,TX60,734.3
2/13/2013 16:00,TX60,733.63
2/14/2013 16:00,TX60,730.47
2/15/2013 16:00,TX60,728
2/19/2013 16:00,TX60,735.9
2/20/2013 16:00,TX60,731.15
2/21/2013 16:00,TX60,726.94
2/22/2013 16:00,TX60,730.15
2/25/2013 16:00,TX60,726.92
2/26/2013 16:00,TX60,728.34
2/27/2013 16:00,TX60,733.54
2/28/2013 16:00,TX60,738.55
3/1/2013 16:00,TX60,735.52
3/4/2013 16:00,TX60,731.75
3/5/2013 16:00,TX60,733.33
3/6/2013 16:00,TX60,738.44
3/7/2013 16:00,TX60,737.39
3/8/2013 16:00,TX60,737.89
3/11/2013 16:00,TX60,739.39
3/12/2013 16:00,TX60,740.67
3/13/2013 16:00,TX60,732.06
3/14/2013 16:00,TX60,735.93
3/15/2013 16:00,TX60,737.01
3/18/2013 16:00,TX60,733.63
3/19/2013 16:00,TX60,733.64
3/20/2013 16:00,TX60,737.56
3/21/2013 16:00,TX60,731.56
3/22/2013 16:00,TX60,732.79
3/25/2013 16:00,TX60,727.95
3/26/2013 16:00,TX60,729.85
3/27/2013 16:00,TX60,728.03
3/28/2013 16:00,TX60,731.34
4/1/2013 16:00,TX60,728.67
4/2/2013 16:00,TX60,728.96
4/3/2013 16:00,TX60,713.1
4/4/2013 16:00,TX60,708.66
4/5/2013 16:00,TX60,705.71
4/8/2013 16:00,TX60,706.38
4/9/2013 16:00,TX60,714.37
4/10/2013 16:00,TX60,718.01
4/11/2013 16:00,TX60,714.16
4/12/2013 16:00,TX60,706.02
4/15/2013 16:00,TX60,687.97
4/16/2013 16:00,TX60,694.72
4/17/2013 16:00,TX60,685.83
4/18/2013 16:00,TX60,687.76
4/19/2013 16:00,TX60,691.79
4/22/2013 16:00,TX60,692.69
4/23/2013 16:00,TX60,692
4/24/2013 16:00,TX60,702.13
4/25/2013 16:00,TX60,703.89
4/26/2013 16:00,TX60,697.28
4/29/2013 16:00,TX60,703.6
4/30/2013 16:00,TX60,710.71
5/1/2013 16:00,TX60,702.83
5/2/2013 16:00,TX60,706.78
5/3/2013 16:00,TX60,710.31
5/6/2013 16:00,TX60,711.74
5/7/2013 16:00,TX60,713.71
5/8/2013 16:00,TX60,721.33
5/9/2013 16:00,TX60,718.15
5/10/2013 16:00,TX60,721.05
5/13/2013 16:00,TX60,717.43
5/14/2013 16:00,TX60,721.19
5/15/2013 16:00,TX60,714.94
5/16/2013 16:00,TX60,716.41
5/17/2013 16:00,TX60,723.59
5/21/2013 16:00,TX60,731.31
5/22/2013 16:00,TX60,732.51
5/23/2013 16:00,TX60,726.23
5/24/2013 16:00,TX60,727.28
5/27/2013 16:00,TX60,728.17
5/28/2013 16:00,TX60,732.77
5/29/2013 16:00,TX60,732.55
5/30/2013 16:00,TX60,732.59
5/31/2013 16:00,TX60,726.27
6/3/2013 16:00,TX60,722.1
6/4/2013 16:00,TX60,721.71
6/5/2013 16:00,TX60,712.18
6/6/2013 16:00,TX60,709.61
6/7/2013 16:00,TX60,707.52
6/10/2013 16:00,TX60,708.83
6/11/2013 16:00,TX60,699.82
6/12/2013 16:00,TX60,694
6/13/2013 16:00,TX60,704.11
6/14/2013 16:00,TX60,697.73
6/17/2013 16:00,TX60,703.59
6/18/2013 16:00,TX60,709.33
6/19/2013 16:00,TX60,703.52
6/20/2013 16:00,TX60,686.88
6/21/2013 16:00,TX60,689.38
6/24/2013 16:00,TX60,681.09
6/25/2013 16:00,TX60,689.85
6/26/2013 16:00,TX60,686.91
6/27/2013 16:00,TX60,689.27
6/28/2013 16:00,TX60,695.52
7/2/2013 16:00,TX60,697.72
7/3/2013 16:00,TX60,695.75
7/4/2013 16:00,TX60,696.99
7/5/2013 16:00,TX60,694.42
7/8/2013 16:00,TX60,699.41
7/9/2013 16:00,TX60,705.87
7/10/2013 16:00,TX60,705.53
7/11/2013 16:00,TX60,716.16
7/12/2013 16:00,TX60,714.45
7/15/2013 16:00,TX60,718.78
7/16/2013 16:00,TX60,718
7/17/2013 16:00,TX60,722.14
7/18/2013 16:00,TX60,726.59
7/19/2013 16:00,TX60,729.73
7/22/2013 16:00,TX60,733.93
